Run	analyte_type	Host_site	host_sex	SCiMS sample ID	Rx	Rx 95% CI	Ry	Ry 95% CI
SRR060005	Tongue_dorsum	Oral cavity	female	SRR060005	0.8422	(0.78, 0.904)	0.0035	(0.003, 0.004)
SRR062092	Supragingival_plaque	Oral cavity	male	SRR062092	0.4368	(0.411, 0.463)	0.1349	(0.128, 0.142)
SRR062389	Saliva	Oral cavity	female	SRR062389	0.7978	(0.749, 0.847)	0.003	(0.002, 0.004)
SRR514236	Mid_vagina	Vagina	female	SRR514236	0.9784	(0.888, 1.069)	0.0039	(0.003, 0.005)
SRR062023	Buccal_mucosa	Oral cavity	male	SRR062023	0.4263	(0.401, 0.451)	0.1295	(0.123, 0.136)
SRR060406	Supragingival_plaque	Oral cavity	female	SRR060406	0.8521	(0.803, 0.901)	0.0027	(0.002, 0.003)
SRR061519	Supragingival_plaque	Oral cavity	male	SRR061519	0.449	(0.422, 0.476)	0.1294	(0.123, 0.136)
SRR062024	Buccal_mucosa	Oral cavity	male	SRR062024	0.4003	(0.377, 0.424)	0.1351	(0.128, 0.142)
SRR059956	Supragingival_plaque	Oral cavity	female	SRR059956	0.8411	(0.788, 0.894)	0.0022	(0.002, 0.003)
SRR062298	Subgingival_plaque	Oral cavity	male	SRR062298	0.398	(0.375, 0.421)	0.1531	(0.146, 0.16)
SRR513162	Buccal_mucosa	Oral cavity	female	SRR513162	0.8372	(0.782, 0.892)	0.0027	(0.002, 0.003)
SRR062526	Anterior_nares	Anterior nares	male	SRR062526	0.4013	(0.376, 0.426)	0.1461	(0.139, 0.153)
SRR513169	Buccal_mucosa	Oral cavity	male	SRR513169	0.4113	(0.382, 0.441)	0.1509	(0.144, 0.158)
SRR346694	Subgingival_plaque	Oral cavity	male	SRR346694	0.4033	(0.38, 0.427)	0.1208	(0.115, 0.127)
SRR060428	Anterior_nares	Anterior nares	male	SRR060428	0.4222	(0.395, 0.449)	0.1578	(0.151, 0.165)
SRR061423	R_Retroauricular_crease	Oral cavity	male	SRR061423	0.4557	(0.418, 0.493)	0.1317	(0.125, 0.138)
SRR514838	Buccal_mucosa	Oral cavity	male	SRR514838	0.4061	(0.378, 0.434)	0.1557	(0.149, 0.163)
SRR061407	Anterior_nares	Anterior nares	female	SRR061407	0.8063	(0.764, 0.848)	0.0009	(0.0, 0.001)
SRR061401	R_Retroauricular_crease	Oral cavity	male	SRR061401	0.3888	(0.365, 0.413)	0.1339	(0.127, 0.141)
SRR061945	Buccal_mucosa	Oral cavity	male	SRR061945	0.4221	(0.397, 0.447)	0.1474	(0.141, 0.154)
SRR063464	Anterior_nares	Anterior nares	female	SRR063464	0.8301	(0.783, 0.877)	0.0021	(0.001, 0.003)
SRR061471	Anterior_nares	Anterior nares	male	SRR061471	0.3741	(0.353, 0.396)	0.1334	(0.127, 0.14)
SRR062086	Anterior_nares	Anterior nares	male	SRR062086	0.4342	(0.409, 0.46)	0.1397	(0.133, 0.146)
SRR513764	Anterior_nares	Anterior nares	male	SRR513764	0.4043	(0.377, 0.432)	0.1621	(0.155, 0.169)
SRR059340	Supragingival_plaque	Oral cavity	male	SRR059340	0.4244	(0.399, 0.45)	0.1303	(0.124, 0.136)
SRR061946	Buccal_mucosa	Oral cavity	male	SRR061946	0.4243	(0.398, 0.45)	0.1487	(0.142, 0.155)
SRR061942	Anterior_nares	Anterior nares	female	SRR061942	0.843	(0.794, 0.892)	0.0023	(0.002, 0.003)
SRR514841	Supragingival_plaque	Oral cavity	male	SRR514841	0.3982	(0.37, 0.427)	0.1409	(0.134, 0.147)
SRR062025	Anterior_nares	Anterior nares	male	SRR062025	0.4064	(0.383, 0.43)	0.1369	(0.131, 0.143)
SRR513767	Supragingival_plaque	Oral cavity	female	SRR513767	0.8247	(0.78, 0.869)	0.0014	(0.001, 0.002)
SRR062006	R_Retroauricular_crease	Oral cavity	male	SRR062006	0.4264	(0.403, 0.45)	0.1473	(0.141, 0.154)
SRR062026	Anterior_nares	Anterior nares	male	SRR062026	0.4163	(0.392, 0.441)	0.1396	(0.133, 0.146)
SRR060429	Anterior_nares	Anterior nares	male	SRR060429	0.4267	(0.399, 0.454)	0.1535	(0.147, 0.16)
SRR059337	Supragingival_plaque	Oral cavity	male	SRR059337	0.4647	(0.432, 0.497)	0.1242	(0.118, 0.13)
SRR514239	Subgingival_plaque	Oral cavity	male	SRR514239	0.4114	(0.381, 0.442)	0.1927	(0.186, 0.2)
SRR059468	Anterior_nares	Anterior nares	male	SRR059468	0.4252	(0.401, 0.45)	0.1425	(0.136, 0.149)
SRR513157	Buccal_mucosa	Oral cavity	male	SRR513157	0.4114	(0.384, 0.439)	0.1586	(0.152, 0.165)
SRR514266	Anterior_nares	Anterior nares	female	SRR514266	0.7837	(0.733, 0.834)	0.0027	(0.002, 0.003)
SRR059469	Anterior_nares	Anterior nares	male	SRR059469	0.4306	(0.404, 0.457)	0.1483	(0.142, 0.154)
SRR059405	Anterior_nares	Anterior nares	female	SRR059405	0.8565	(0.805, 0.908)	0.0017	(0.001, 0.002)
SRR062293	Throat	Oral cavity	male	SRR062293	0.4459	(0.412, 0.48)	0.1615	(0.155, 0.168)
SRR059404	Anterior_nares	Anterior nares	female	SRR059404	0.8074	(0.759, 0.856)	0.0022	(0.002, 0.003)
SRR059328	Supragingival_plaque	Oral cavity	male	SRR059328	0.4245	(0.402, 0.447)	0.1222	(0.116, 0.128)
SRR061944	Anterior_nares	Anterior nares	male	SRR061944	0.4272	(0.4, 0.455)	0.1386	(0.133, 0.145)
SRR514248	Supragingival_plaque	Oral cavity	female	SRR514248	0.8046	(0.752, 0.857)	0.0025	(0.002, 0.003)
SRR061948	L_Retroauricular_crease	Oral cavity	male	SRR061948	0.4617	(0.43, 0.494)	0.1227	(0.117, 0.128)
SRR062005	R_Retroauricular_crease	Oral cavity	male	SRR062005	0.4127	(0.39, 0.436)	0.1428	(0.137, 0.149)
SRR061943	Anterior_nares	Anterior nares	male	SRR061943	0.43	(0.403, 0.457)	0.1321	(0.126, 0.138)
SRR513168	Mid_vagina	Vagina	female	SRR513168	0.8078	(0.748, 0.868)	0.0029	(0.002, 0.004)
SRR512078	Anterior_nares	Anterior nares	female	SRR512078	0.7844	(0.727, 0.842)	0.0044	(0.004, 0.005)
SRR060004	Supragingival_plaque	Oral cavity	female	SRR060004	0.8222	(0.77, 0.875)	0.0013	(0.001, 0.002)
SRR063789	Supragingival_plaque	Oral cavity	male	SRR063789	0.4546	(0.422, 0.487)	0.1304	(0.125, 0.136)
SRR514329	Subgingival_plaque	Oral cavity	male	SRR514329	0.3734	(0.341, 0.406)	0.1762	(0.169, 0.183)
SRR059401	Anterior_nares	Anterior nares	male	SRR059401	0.4247	(0.402, 0.447)	0.1321	(0.126, 0.138)
SRR062087	Anterior_nares	Anterior nares	male	SRR062087	0.4338	(0.408, 0.46)	0.1277	(0.122, 0.133)
SRR061533	Anterior_nares	Anterior nares	male	SRR061533	0.4184	(0.396, 0.441)	0.144	(0.138, 0.15)
SRR513449	Subgingival_plaque	Oral cavity	female	SRR513449	0.7893	(0.73, 0.849)	0.0032	(0.002, 0.004)
SRR059334	Buccal_mucosa	Oral cavity	male	SRR059334	0.426	(0.402, 0.45)	0.122	(0.117, 0.127)
SRR059365	Anterior_nares	Anterior nares	male	SRR059365	0.4006	(0.376, 0.425)	0.1376	(0.132, 0.143)
SRR514843	Posterior_fornix	Vagina	female	SRR514843	0.8287	(0.764, 0.893)	0.0033	(0.003, 0.004)
SRR513376	Buccal_mucosa	Oral cavity	female	SRR513376	0.7507	(0.69, 0.811)	0.0033	(0.003, 0.004)
SRR513374	Mid_vagina	Vagina	female	SRR513374	0.7729	(0.707, 0.839)	0.0036	(0.003, 0.004)
SRR514219	Mid_vagina	Vagina	female	SRR514219	0.8175	(0.753, 0.882)	0.0035	(0.003, 0.004)
SRR059877	Anterior_nares	Anterior nares	female	SRR059877	0.8463	(0.797, 0.896)	0.0017	(0.001, 0.002)
SRR514848	Supragingival_plaque	Oral cavity	male	SRR514848	0.4187	(0.395, 0.442)	0.1391	(0.133, 0.145)
SRR061913	Anterior_nares	Anterior nares	male	SRR061913	0.4367	(0.411, 0.462)	0.1242	(0.119, 0.13)
SRR059464	Anterior_nares	Anterior nares	male	SRR059464	0.4897	(0.44, 0.54)	0.1308	(0.126, 0.136)
SRR061283	Anterior_nares	Anterior nares	male	SRR061283	0.6769	(0.541, 0.812)	0.0938	(0.09, 0.098)
SRR060432	Anterior_nares	Anterior nares	female	SRR060432	0.8799	(0.829, 0.931)	0.0008	(0.0, 0.001)
SRR514249	Throat	Oral cavity	female	SRR514249	0.7937	(0.727, 0.86)	0.0045	(0.004, 0.005)
SRR061992	Anterior_nares	Anterior nares	female	SRR061992	0.8907	(0.828, 0.953)	0.0007	(0.0, 0.001)
SRR061914	Anterior_nares	Anterior nares	male	SRR061914	0.4332	(0.407, 0.46)	0.1243	(0.119, 0.13)
SRR513165	Subgingival_plaque	Oral cavity	female	SRR513165	0.9159	(0.848, 0.984)	0.0017	(0.001, 0.002)
SRR062008	Anterior_nares	Anterior nares	female	SRR062008	0.8523	(0.803, 0.901)	0.0016	(0.001, 0.002)
SRR061966	Buccal_mucosa	Oral cavity	male	SRR061966	0.451	(0.425, 0.477)	0.1266	(0.121, 0.132)
SRR060383	Anterior_nares	Anterior nares	male	SRR060383	0.4229	(0.399, 0.447)	0.1501	(0.145, 0.156)
SRR059400	Anterior_nares	Anterior nares	male	SRR059400	0.4224	(0.399, 0.446)	0.1285	(0.123, 0.134)
SRR062007	Anterior_nares	Anterior nares	female	SRR062007	0.8491	(0.8, 0.899)	0.0013	(0.001, 0.002)
SRR060433	Anterior_nares	Anterior nares	female	SRR060433	0.8872	(0.83, 0.944)	0.0009	(0.001, 0.001)
SRR060401	Buccal_mucosa	Oral cavity	female	SRR060401	0.8519	(0.803, 0.901)	0.0014	(0.001, 0.002)
SRR060400	Buccal_mucosa	Oral cavity	female	SRR060400	0.8471	(0.8, 0.894)	0.0013	(0.001, 0.002)
SRR061991	Anterior_nares	Anterior nares	female	SRR061991	0.8706	(0.815, 0.926)	0.0015	(0.001, 0.002)
SRR060403	Anterior_nares	Anterior nares	female	SRR060403	0.8363	(0.789, 0.884)	0.0015	(0.001, 0.002)
SRR513154	Supragingival_plaque	Oral cavity	male	SRR513154	0.8783	(0.814, 0.942)	0.0037	(0.003, 0.004)
SRR060402	Anterior_nares	Anterior nares	female	SRR060402	0.8481	(0.8, 0.896)	0.0013	(0.001, 0.002)
SRR059836	Anterior_nares	Anterior nares	male	SRR059836	0.4321	(0.408, 0.456)	0.144	(0.139, 0.149)
SRR514262	Buccal_mucosa	Oral cavity	male	SRR514262	0.427	(0.401, 0.453)	0.136	(0.131, 0.141)
SRR061993	Anterior_nares	Anterior nares	female	SRR061993	0.8777	(0.823, 0.932)	0.001	(0.001, 0.001)
SRR514241	Buccal_mucosa	Oral cavity	female	SRR514241	0.8205	(0.768, 0.872)	0.0019	(0.001, 0.002)
SRR513768	Subgingival_plaque	Oral cavity	female	SRR513768	0.8036	(0.752, 0.855)	0.0031	(0.002, 0.004)
SRR061994	Anterior_nares	Anterior nares	female	SRR061994	0.878	(0.822, 0.934)	0.0011	(0.001, 0.001)
SRR514231	Mid_vagina	Vagina	female	SRR514231	0.4286	(0.404, 0.453)	0.135	(0.13, 0.14)
SRR061965	Buccal_mucosa	Oral cavity	male	SRR061965	0.4559	(0.429, 0.482)	0.1226	(0.118, 0.127)
SRR513159	Buccal_mucosa	Oral cavity	female	SRR513159	0.757	(0.695, 0.819)	0.0042	(0.003, 0.005)
SRR513382	Buccal_mucosa	Oral cavity	male	SRR513382	0.3963	(0.366, 0.426)	0.2047	(0.199, 0.211)
SRR513156	Anterior_nares	Anterior nares	male	SRR513156	0.4486	(0.417, 0.48)	0.1352	(0.13, 0.14)
SRR513181	Anterior_nares	Anterior nares	male	SRR513181	0.3998	(0.375, 0.424)	0.1423	(0.137, 0.147)
SRR062367	Throat	Oral cavity	female	SRR062367	0.8696	(0.815, 0.925)	0.0017	(0.001, 0.002)
SRR059837	Anterior_nares	Anterior nares	male	SRR059837	0.4339	(0.408, 0.46)	0.1423	(0.137, 0.147)
SRR514217	Posterior_fornix	Vagina	female	SRR514217	0.7345	(0.675, 0.794)	0.0037	(0.003, 0.004)
SRR059519	Anterior_nares	Anterior nares	male	SRR059519	0.4379	(0.413, 0.463)	0.1189	(0.114, 0.123)
SRR513445	Buccal_mucosa	Oral cavity	female	SRR513445	0.8363	(0.787, 0.886)	0.0016	(0.001, 0.002)
SRR060436	Anterior_nares	Anterior nares	female	SRR060436	0.9122	(0.853, 0.972)	0.0009	(0.001, 0.001)
SRR061420	Anterior_nares	Anterior nares	male	SRR061420	0.4124	(0.391, 0.434)	0.1164	(0.112, 0.121)
SRR514267	Posterior_fornix	Vagina	female	SRR514267	0.8165	(0.763, 0.87)	0.0024	(0.002, 0.003)
SRR060155	Buccal_mucosa	Oral cavity	male	SRR060155	0.3872	(0.363, 0.411)	0.17	(0.165, 0.175)
SRR060437	Anterior_nares	Anterior nares	female	SRR060437	0.9103	(0.852, 0.969)	0.0008	(0.001, 0.001)
SRR512082	Buccal_mucosa	Oral cavity	female	SRR512082	0.831	(0.781, 0.881)	0.0024	(0.002, 0.003)
SRR513150	Anterior_nares	Anterior nares	male	SRR513150	0.451	(0.422, 0.48)	0.1272	(0.123, 0.131)
SRR060028	Anterior_nares	Anterior nares	female	SRR060028	0.8575	(0.807, 0.908)	0.0008	(0.001, 0.001)
SRR353633	Supragingival_plaque	Oral cavity	female	SRR353633	0.8343	(0.791, 0.878)	0.0008	(0.0, 0.001)
SRR060382	Anterior_nares	Anterior nares	male	SRR060382	0.4258	(0.403, 0.449)	0.1352	(0.131, 0.14)
SRR514321	Buccal_mucosa	Oral cavity	male	SRR514321	0.4229	(0.398, 0.448)	0.1359	(0.131, 0.14)
SRR514199	Throat	Oral cavity	female	SRR514199	0.7743	(0.717, 0.832)	0.0024	(0.002, 0.003)
SRR514264	Buccal_mucosa	Oral cavity	female	SRR514264	0.8244	(0.773, 0.876)	0.0017	(0.001, 0.002)
SRR060439	Anterior_nares	Anterior nares	female	SRR060439	0.9065	(0.852, 0.961)	0.0011	(0.001, 0.001)
SRR514847	Posterior_fornix	Vagina	female	SRR514847	0.7996	(0.743, 0.856)	0.0028	(0.002, 0.003)
SRR061963	Anterior_nares	Anterior nares	male	SRR061963	0.4821	(0.445, 0.519)	0.1084	(0.105, 0.112)
SRR060086	Posterior_fornix	Vagina	female	SRR060086	0.8722	(0.812, 0.933)	0.0028	(0.002, 0.003)
SRR061964	Anterior_nares	Anterior nares	male	SRR061964	0.464	(0.433, 0.495)	0.1099	(0.106, 0.114)
SRR061941	Anterior_nares	Anterior nares	female	SRR061941	0.9148	(0.859, 0.971)	0.0009	(0.001, 0.001)
SRR514004	Mid_vagina	Vagina	female	SRR514004	0.8086	(0.749, 0.868)	0.003	(0.003, 0.004)
SRR513448	Mid_vagina	Vagina	female	SRR513448	0.868	(0.796, 0.939)	0.0034	(0.003, 0.004)
SRR514191	Mid_vagina	Vagina	female	SRR514191	0.7799	(0.717, 0.842)	0.0031	(0.003, 0.004)
SRR628264	Posterior_fornix	Vagina	female	SRR628264	0.788	(0.739, 0.837)	0.0018	(0.001, 0.002)
SRR059336	Supragingival_plaque	Oral cavity	male	SRR059336	0.4761	(0.442, 0.51)	0.105	(0.102, 0.108)
SRR513151	Posterior_fornix	Vagina	female	SRR513151	0.8686	(0.812, 0.925)	0.0017	(0.001, 0.002)
SRR060027	Anterior_nares	Anterior nares	female	SRR060027	0.906	(0.848, 0.964)	0.0003	(0.0, 0.0)
SRR060367	Anterior_nares	Anterior nares	male	SRR060367	0.4217	(0.397, 0.446)	0.1293	(0.126, 0.133)
SRR060438	Anterior_nares	Anterior nares	female	SRR060438	0.9102	(0.853, 0.968)	0.0008	(0.001, 0.001)
SRR513769	Posterior_fornix	Vagina	female	SRR513769	0.8804	(0.829, 0.931)	0.0019	(0.002, 0.002)
SRR060366	Anterior_nares	Anterior nares	male	SRR060366	0.5603	(0.477, 0.644)	0.1216	(0.118, 0.125)
SRR514318	Posterior_fornix	Vagina	female	SRR514318	0.8538	(0.801, 0.907)	0.0012	(0.001, 0.001)
SRR514840	Subgingival_plaque	Oral cavity	female	SRR514840	0.8259	(0.776, 0.876)	0.0017	(0.001, 0.002)
SRR353629	Anterior_nares	Anterior nares	male	SRR353629	0.4106	(0.387, 0.434)	0.1572	(0.154, 0.161)
SRR346709	Posterior_fornix	Vagina	female	SRR346709	0.8052	(0.759, 0.851)	0.0019	(0.002, 0.002)
SRR346690	Anterior_nares	Anterior nares	male	SRR346690	0.4059	(0.382, 0.43)	0.1366	(0.133, 0.14)
SRR064531	Posterior_fornix	Vagina	female	SRR064531	0.8254	(0.777, 0.874)	0.0008	(0.001, 0.001)
SRR514232	Anterior_nares	Anterior nares	female	SRR514232	0.8677	(0.818, 0.918)	0.0012	(0.001, 0.001)
SRR064532	Posterior_fornix	Vagina	female	SRR064532	0.8432	(0.798, 0.889)	0.0016	(0.001, 0.002)
